Name,Price,Original Prices,Discount rates,Brand,Image
Solid Men Black Track Pants,989,"1,599",38% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jyyqc280/track-pant/p/g/s/m-41864black-wildcraft-original-imafj3h4zh8rgjzt.jpeg?q=50
Men Printed Casual Shirt,"1,614","1,899",15% off,Louis Philippe Jeans,https://rukminim1.flixcart.com/image/329/395/k2z1t3k0/shirt/n/b/e/40-lrsfcslf143317-louis-philippe-jeans-original-imafm7gjzjaahtxc.jpeg?q=50
Men & Women Solid Ankle Length,177,439,59% off,ADIDAS,https://rukminim1.flixcart.com/image/329/395/k6i7zww0/sock/y/w/f/free-ad-sole-1-pkt-adidas-original-imafz7yxcfkyvrcg.jpeg?q=50
Men & Women Solid Ankle Length,199,449,55% off,Jockey,https://rukminim1.flixcart.com/image/329/395/k2z1t3k0/sock/x/n/s/free-f-asst-1-jockey-original-imafm7ajuavkdsbq.jpeg?q=50
Men & Women Color Block Ankle Length,223,599,62% off,APPALON,https://rukminim1.flixcart.com/image/329/395/ju2z6a80/sock/b/q/r/free-37-appalon-original-imaff9cf7hztztef.jpeg?q=50
Men & Women Solid Ankle Length,248,699,64% off,PRAHARD,https://rukminim1.flixcart.com/image/329/395/k6i7zww0/sock/z/d/f/free-ankle-length-prahard-original-imafmz2c8mz92vpp.jpeg?q=50
Men & Women Ankle Length,196,490,60% off,ADIDAS,https://rukminim1.flixcart.com/image/329/395/jfzpuvk0/sock/z/k/t/free-adigrs-99-adidas-original-imaf4cfnp4sqtagu.jpeg?q=50
Men Solid Ankle Length,312,999,68% off,Puma,https://rukminim1.flixcart.com/image/329/395/jdvziq80/sock/t/t/2/free-puma-sher3-puma-original-imaf2zvfav3yaf8t.jpeg?q=50
"Color Block Men Round Neck White, Black T-Shirt",399,"1,999",80% off,FastColors,https://rukminim1.flixcart.com/image/329/395/kasjjww0/t-shirt/z/h/6/m-fc4173-fastcolors-original-imafsaynwrhgzdxs.jpeg?q=50
"Color Block Men Round Neck White, Maroon T-Shirt",399,"1,999",80% off,FastColors,https://rukminim1.flixcart.com/image/329/395/kasjjww0/t-shirt/y/g/9/s-fc4174-fastcolors-original-imafsaynpnx4cafz.jpeg?q=50
"Solid Men Round Neck White, Blue, Yellow T-Shirt",689,"2,999",77% off,FastColors,https://rukminim1.flixcart.com/image/329/395/k51cpe80/t-shirt/b/w/d/xxl-4054-4128-fastcolors-original-imafnessup8rvnvm.jpeg?q=50
Men Solid Ankle Length,279,499,44% off,Navy Sport,https://rukminim1.flixcart.com/image/329/395/jnqcpzk0/sock/7/h/3/free-ns2-navy-sport-original-imafacsqyjbwc29x.jpeg?q=50
"Color Block Men Round Neck Dark Blue, White, Yellow T-S...",399,"1,999",80% off,FastColors,https://rukminim1.flixcart.com/image/329/395/kasjjww0/t-shirt/p/m/c/m-fc4175-fastcolors-original-imafsaynmfhp5gnj.jpeg?q=50
Men & Women Geometric Print Mid-Calf/Crew,219,499,56% off,HICODE,https://rukminim1.flixcart.com/image/329/395/k4yhtow0/sock/h/7/k/free-fulldiamond-0431-4-pair-multi-hicode-original-imafnqfyguj2h82v.jpeg?q=50
"Men & Women Solid Low Cut, Peds/Footie/No-Show, Ankle L...",169,399,57% off,Sky World,https://rukminim1.flixcart.com/image/329/395/k612pow0/sock/m/q/s/free-loafer-socks-sw07-sky-world-original-imafzkzzhqevqasy.jpeg?q=50
Abstract Men Hooded Neck Dark Blue T-Shirt,379,899,57% off,Tripr,https://rukminim1.flixcart.com/image/329/395/jp780i80/t-shirt/u/8/t/s-tnvhdfulabstract1-tripr-original-imafbdarnwhfh7uu.jpeg?q=50
"Men Solid Peds/Footie/No-Show, Low Cut, Ankle Length",239,599,60% off,ME Stores,https://rukminim1.flixcart.com/image/329/395/jsj90280/sock/v/9/c/free-plain-pk5-me-stores-original-imafe2d6w78rwfhf.jpeg?q=50
Men & Women Ankle Length,196,490,60% off,ADIDAS,https://rukminim1.flixcart.com/image/329/395/k3j1z0w0/sock/w/3/y/free-coton-beauti-ful-adidas-original-imafmhwmztqw8akg.jpeg?q=50
"Men, Women Shapewear",140,499,71% off,Shivaay Trading Co.,https://rukminim1.flixcart.com/image/329/395/k01b8280/slimming-belt/z/b/2/shivaay-trading-slimming-sweat-belt-for-unisex-shivaay-trading-original-imaf9qfjvtzkfzpp.jpeg?q=50
Printed Men Boxer,478,479,NaN,Van Heusen,https://rukminim1.flixcart.com/image/329/395/jsxjekw0/boxer/2/e/r/m-1-10112-cpb02-van-heusen-original-imafeehdj8nydm4u.jpeg?q=50
Printed Men Round Neck Black T-Shirt,284,999,71% off,Smartees,https://rukminim1.flixcart.com/image/329/395/k7ksvww0/t-shirt/x/e/p/l-feathers-black-smartees-original-imafps9knhqkfzgk.jpeg?q=50
"Solid Men Polo Neck White, Black T-Shirt",396,"1,299",69% off,Try This,https://rukminim1.flixcart.com/image/329/395/jm3ro280/t-shirt/9/h/f/m-style-tshirt-try-this-original-imaf8zxukgz3cjhq.jpeg?q=50
"Solid Men s White, Black, Yellow T-Shirt",389,959,59% off,Maniac,https://rukminim1.flixcart.com/image/329/395/ju1jqfk0/t-shirt/u/z/4/l-men-ss19-rgln-hs-white-ylw-blk-strp-maniac-original-imaff9e8dpqzhwgu.jpeg?q=50
Men Color Block Mid-Calf/Crew,225,599,62% off,Slim Shine,https://rukminim1.flixcart.com/image/329/395/k2qh5zk0/sock/q/z/7/free-mscn-xm-kinnng-original-imafgk3xuqgnyjcy.jpeg?q=50
Men & Women Self Design Ankle Length,239,499,52% off,hicode,https://rukminim1.flixcart.com/image/329/395/k4x2du80/sock/s/f/6/free-ankle2tone-0262-6-pair-hicode-original-imafnp68w8bk9rmh.jpeg?q=50
"Color Block Men Round Neck White, Black T-Shirt",399,"1,499",73% off,Aelomart,https://rukminim1.flixcart.com/image/329/395/jvy4vbk0/t-shirt/w/r/y/m-awt1072b-aelomart-original-imafgqyftygqzy7v.jpeg?q=50
Tripr Men Vest,229,899,74% off,NaN,https://rukminim1.flixcart.com/image/329/395/jst930w0/vest/m/f/e/xl-tblgymrvest-v7-tripr-original-imafe8sesfhjgznv.jpeg?q=50
"Solid Men Mandarin Collar White, Black T-Shirt",399,"1,999",80% off,FastColors,https://rukminim1.flixcart.com/image/329/395/k868how0/t-shirt/g/e/f/xl-4058-fastcolors-original-imafq9fnzbyr723w.jpeg?q=50
"Solid Men Round Neck Green, Black T-Shirt",699,"2,598",73% off,London Hills,https://rukminim1.flixcart.com/image/329/395/k0lbdzk0/t-shirt/2/r/b/m-525-526-combo-london-hills-original-imafkch5udqhfjxm.jpeg?q=50
"Men & Women Solid, Self Design Mid-Calf/Crew",199,499,60% off,hicode,https://rukminim1.flixcart.com/image/329/395/jza5uvk0/sock/g/4/e/free-full-0011-hicode-original-imafjbj8dnhyrapt.jpeg?q=50
Men Brief,188,189,NaN,Jockey,https://rukminim1.flixcart.com/image/329/395/jyhl1u80/brief/z/9/s/m-8044-chahat-original-imaf59hhtnzfx8en.jpeg?q=50
"Striped Men Round Neck White, Blue T-Shirt",398,"1,999",80% off,FastColors,https://rukminim1.flixcart.com/image/329/395/k40798w0/t-shirt/m/j/h/xxl-4070-xxl-fastcolors-original-imafnyyh8cvzbyep.jpeg?q=50
JUGULAR Men Vest,220,888,75% off,NaN,https://rukminim1.flixcart.com/image/329/395/jvy4vbk0/vest/y/3/n/xxl-1pvest97-og-jugular-original-imafgf4wqzeqrsra.jpeg?q=50
"Men & Women Self Design, Solid Ankle Length",249,998,75% off,hicode,https://rukminim1.flixcart.com/image/329/395/kamtsi80/sock/1/m/o/free-sport-0253-hicode-original-imafkntg7gryms4g.jpeg?q=50
Solid Men Multicolor Regular Shorts,425,599,29% off,BKS,https://rukminim1.flixcart.com/image/329/395/jsj90280/boxer/g/q/z/free-3-boxer-03-checked-01-dvg-original-imaf8fdgukycwebc.jpeg?q=50
"Men & Women Solid, Self Design Low Cut",199,545,63% off,LealDealz,https://rukminim1.flixcart.com/image/329/395/jtaed8w0/sock/z/q/r/free-silicon-grip-no-show-lealdealz-original-imafez9hdcgcmdzq.jpeg?q=50
Men & Women Printed Ankle Length,330,499,33% off,YJ FASHION,https://rukminim1.flixcart.com/image/329/395/k2f1n680/sock/y/w/6/free-w-12-yj-fashion-original-imafhr5gufshgrgx.jpeg?q=50
Color Block Men Round Neck Black T-Shirt,345,999,65% off,Try This,https://rukminim1.flixcart.com/image/329/395/k4bms280/t-shirt/z/8/c/l-bathteck12-try-this-original-imafkyxhghacqtuz.jpeg?q=50
Graphic Print Men Round Neck Yellow T-Shirt,294,999,70% off,COBIO MAN,https://rukminim1.flixcart.com/image/329/395/jt8yxe80/t-shirt/n/g/q/m-cm-ts29-cobio-man-original-imafen65vxwahuph.jpeg?q=50
"Solid Men Blue, Black Sports Shorts",779,"1,199",35% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jge09e80/short/c/b/z/m-40578blue-mel-wildcraft-original-imaf4mwekgcj9w93.jpeg?q=50
Men Mid-Calf/Crew,199,474,58% off,Puma,https://rukminim1.flixcart.com/image/329/395/sock/c/4/p/aut-pm910-puma-m-original-imaejhavbdgwb2kg.jpeg?q=50
Men & Women Printed Mid-Calf/Crew,199,499,60% off,ADIDAS,https://rukminim1.flixcart.com/image/329/395/k1l1ea80/sock/2/v/d/free-socks-110-adidas-original-imafh4bqzr98hcvs.jpeg?q=50
Men Ankle Length,220,367,40% off,Jockey,https://rukminim1.flixcart.com/image/329/395/k5msb680/sock/s/r/8/free-7848-jockey-original-imafza64seybqaqb.jpeg?q=50
Solid Men Black Track Pants,989,"1,599",38% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jyyqc280/track-pant/p/g/s/m-41864black-wildcraft-original-imafj3h4zh8rgjzt.jpeg?q=50
Men & Women Self Design Ankle Length,190,423,55% off,ADIDAS,https://rukminim1.flixcart.com/image/329/395/ju4em4w0/sock/3/g/z/free-adi-big-name-zigzag-adidas-original-imaffbbvzjzzfdhh.jpeg?q=50
Color Block Men Round Neck Black T-Shirt,339,"1,299",73% off,Seven Rocks,https://rukminim1.flixcart.com/image/329/395/k6l2vm80/t-shirt/k/q/u/l-t25-blagrd-seven-rocks-original-imafpymmrg8z4trv.jpeg?q=50
Striped Men Round Neck Dark Blue T-Shirt,349,899,61% off,Dillinger,https://rukminim1.flixcart.com/image/329/395/jur9nrk0/t-shirt/m/y/p/xl-dlcr18015-dillinger-original-imaf5egufmzfv5ja.jpeg?q=50
Men Solid Mid-Calf/Crew,299,599,50% off,Navy Sport,https://rukminim1.flixcart.com/image/329/395/joonafk0/sock/9/f/e/free-ns7-navy-sport-original-imaf8er9mu46k5cn.jpeg?q=50
"Printed Men Green, Beige Regular Shorts",624,"1,249",50% off,Highlander,https://rukminim1.flixcart.com/image/329/395/k70spzk0/short/k/k/q/30-hlv8000034-highlander-original-imafpchsnzuucng3.jpeg?q=50
Men & Women Geometric Print Mid-Calf/Crew,219,499,56% off,HICODE,https://rukminim1.flixcart.com/image/329/395/k4yhtow0/sock/h/7/k/free-fulldiamond-0431-4-pair-multi-hicode-original-imafnqfyguj2h82v.jpeg?q=50
Tripr Men Vest,229,899,74% off,NaN,https://rukminim1.flixcart.com/image/329/395/js0o9zk0/vest/z/u/w/m-tnvwtrdvestv4-tripr-original-imafdnrceugrfq6k.jpeg?q=50
Slim Men Blue Jeans,649,"1,499",56% off,Metronaut,https://rukminim1.flixcart.com/image/329/395/k0zlsi80/jean/k/h/a/32-maw19jn131-metronaut-original-imafkmgr8dh7v7u7.jpeg?q=50
"Color Block Men Hooded Neck White, Blue, Yellow T-Shirt",459,"1,999",77% off,LEWEL,https://rukminim1.flixcart.com/image/329/395/jw6pifk0/t-shirt/e/v/z/m-61ywn-lewel-original-imafgxd7dfg7uub2.jpeg?q=50
Printed Men Boxer,478,479,NaN,Van Heusen,https://rukminim1.flixcart.com/image/329/395/jsxjekw0/boxer/2/e/r/m-1-10112-cpb02-van-heusen-original-imafeehdj8nydm4u.jpeg?q=50
Solid Men Collared Neck Blue T-Shirt,299,497,39% off,JORKK,https://rukminim1.flixcart.com/image/329/395/jufu4y80/t-shirt/r/b/b/xxl-jrkcollerplain-jorkk-original-imaffkqweypt2gbh.jpeg?q=50
"Color Block Men Round Neck White, Black, Grey T-Shirt",759,"2,997",74% off,SCATCHITE,https://rukminim1.flixcart.com/image/329/395/k0r15e80/t-shirt/f/m/w/m-combo-t-158-159-138-scatchite-original-imafkgqm8mzhdyqf.jpeg?q=50
Solid Men Light Blue Sports Shorts,349,"1,999",82% off,FastColors,https://rukminim1.flixcart.com/image/329/395/k5vcya80/short/w/u/h/m-fc3007-fastcolors-original-imafzgrzehx99dkv.jpeg?q=50
Men Low Cut,197,439,55% off,ADIDAS,https://rukminim1.flixcart.com/image/329/395/sock/6/d/b/az3475-vl-adidas-free-original-imaefhky9hzfxhft.jpeg?q=50
"Typography Men Round or Crew Black, Orange T-Shirt",284,899,68% off,Young Trendz,https://rukminim1.flixcart.com/image/329/395/jgcktjk0/t-shirt/p/y/h/l-hs-note2relax-orange-young-trendz-original-imaf4hgmsxkpyjau.jpeg?q=50
Men Color Block Mid-Calf/Crew,225,599,62% off,Slim Shine,https://rukminim1.flixcart.com/image/329/395/k2qh5zk0/sock/q/z/7/free-mscn-xm-kinnng-original-imafgk3xuqgnyjcy.jpeg?q=50
Color Block Men Round Neck Blue T-Shirt,284,999,71% off,Diwazzo,https://rukminim1.flixcart.com/image/329/395/jlgwmfk0/t-shirt/g/w/9/l-blubrdr01-diwazzo-original-imaf8h3gzhgnuw7h.jpeg?q=50
Solid Men V Neck Multicolor T-Shirt,499,"1,799",72% off,WEFT,https://rukminim1.flixcart.com/image/329/395/jz7az680/t-shirt/d/b/t/m-combo-vneck-maroon-vneck-darkgrey-weft-original-imafj9zezhpqcwvd.jpeg?q=50
Solid Men Round Neck Dark Blue T-Shirt,299,599,50% off,Metronaut,https://rukminim1.flixcart.com/image/329/395/ju4em4w0/t-shirt/p/a/m/m-msp19ccn001a-metronaut-original-imaffbm89tcntytv.jpeg?q=50
"Men & Women Solid, Self Design Mid-Calf/Crew",199,499,60% off,hicode,https://rukminim1.flixcart.com/image/329/395/jza5uvk0/sock/g/4/e/free-full-0011-hicode-original-imafjbj8dnhyrapt.jpeg?q=50
Printed Men Black Regular Shorts,399,899,55% off,Tripr,https://rukminim1.flixcart.com/image/329/395/jt395zk0/short/9/p/x/l-tblshortabs1-tripr-original-imafegtj8vezmjuu.jpeg?q=50
Typography Men Hooded Neck Multicolor T-Shirt,399,"1,399",71% off,Tripr,https://rukminim1.flixcart.com/image/329/395/k62i5jk0/t-shirt/e/t/9/3xl-trdblhdful-orgl-tripr-original-imafzhvtcmpf3zzq.jpeg?q=50
Men & Women Printed Bandana,259,599,56% off,ashirwad,https://rukminim1.flixcart.com/image/329/395/jp02t8w0/bandana/z/f/r/14-free-8-bandannna-ashirwad-2-original-imafbbzcbfgakwae.jpeg?q=50
Men's & Women's Solid Peds/Footie/No-Show,170,511,66% off,Vectora,https://rukminim1.flixcart.com/image/329/395/k66sh3k0/sock/b/w/m/free-premium-lofar-socks-with-anti-slip-silicon-vectora-original-imafz38yhhebugvk.jpeg?q=50
"Printed Men Dark Blue, White Regular Shorts",399,899,55% off,Tripr,https://rukminim1.flixcart.com/image/329/395/jsxjekw0/short/g/8/y/4xl-tnvshortabs1-tripr-original-imafec65dustgpxn.jpeg?q=50
"Men & Women Self Design, Solid Ankle Length",249,998,75% off,hicode,https://rukminim1.flixcart.com/image/329/395/kamtsi80/sock/1/m/o/free-sport-0253-hicode-original-imafkntg7gryms4g.jpeg?q=50
Wearza Men Vest,399,999,60% off,NaN,https://rukminim1.flixcart.com/image/329/395/k2w6xe80/vest/s/e/e/xl-vestcomboblackwhite-wearza-original-imafm4tszp93xs8r.jpeg?q=50
"Striped Men Round Neck Black, Light Green T-Shirt",426,"1,499",71% off,Aelomart,https://rukminim1.flixcart.com/image/329/395/jwmfcsw0/t-shirt/p/f/d/xxl-awt1020ol-aelomart-original-imaf7qdtbzggxbpu.jpeg?q=50
Slim Men Black Jeans,569,"1,199",52% off,Urbano Fashion,https://rukminim1.flixcart.com/image/329/395/jjylw280/jean/p/a/s/34-eps-black-03-urbano-fashion-original-imaf7f7wyy7sv6zk.jpeg?q=50
"Solid Men Blue, Black Sports Shorts",779,"1,199",35% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jge09e80/short/c/b/z/m-40578blue-mel-wildcraft-original-imaf4mwekgcj9w93.jpeg?q=50
"Color Block Men Round or Crew White, Blue T-Shirt",359,999,64% off,Try This,https://rukminim1.flixcart.com/image/329/395/k4bms280/t-shirt/x/4/g/s-died-yarn-tshirt-try-this-original-imaf8ytcnvzmf8t5.jpeg?q=50
"Solid Men Round Neck Blue, Grey T-Shirt",399,"1,999",80% off,FastColors,https://rukminim1.flixcart.com/image/329/395/k40798w0/t-shirt/r/x/a/xxl-4054-xxl-fastcolors-original-imafny3vwstwzyvh.jpeg?q=50
"Checkered Men Black, Grey Regular Shorts",359,"1,399",74% off,Tripr,https://rukminim1.flixcart.com/image/329/395/k7dnonk0/short/3/7/g/3xl-tblgyshortz-s3chk-tripr-original-imafpmmtcgtqxqac.jpeg?q=50
Men & Women Printed Ankle Length,179,499,64% off,hicode,https://rukminim1.flixcart.com/image/329/395/kamtsi80/sock/x/b/d/free-sport-0252-hicode-original-imafknr73thyz4rz.jpeg?q=50
Printed Men Round Neck Reversible White T-Shirt,299,"1,100",72% off,NB NICKY BOY,https://rukminim1.flixcart.com/image/329/395/jtvtz0w0/t-shirt/m/q/f/xl-haif-fine-white-one-nb-nicky-boy-original-imaff2nenyyrgzce.jpeg?q=50
Skinny Men Blue Jeans,"1,317","2,395",45% off,Wrangler 20X,https://rukminim1.flixcart.com/image/329/395/k0h12fk0/jean/p/x/d/32-w37074w2220x-wrangler-20x-original-imafk7hyftuf9uct.jpeg?q=50
Printed Men Hooded Neck Black T-Shirt,236,999,76% off,Vimal Jonney,https://rukminim1.flixcart.com/image/329/395/k6fd47k0pkrrdj/t-shirt/g/z/f/s-t-11-mlg-12-blk-02-s-vimal-jonney-original-imafjy6gmgdstdjy.jpeg?q=50
Color Block Men Round Neck Red T-Shirt,298,799,62% off,The EG Store,https://rukminim1.flixcart.com/image/329/395/jyt0knk0/t-shirt/m/y/w/m-tshirt8182-the-eg-store-original-imafgxnu5brghyzq.jpeg?q=50
Applique Men Dark Blue Track Pants,645,"1,099",41% off,Metronaut,https://rukminim1.flixcart.com/image/329/395/jvwpfgw0/track-pant/h/w/v/xl-mrt19-tp04-navy-metronaut-original-imafgfmwwjuxg5v2.jpeg?q=50
Solid Men Black Track Pants,989,"1,599",38% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jyyqc280/track-pant/p/g/s/m-41864black-wildcraft-original-imafj3h4zh8rgjzt.jpeg?q=50
Printed Men Round Neck Yellow T-Shirt,273,999,72% off,Smartees,https://rukminim1.flixcart.com/image/329/395/jykfxjk0/t-shirt/e/c/t/xl-nil-yellow-smartees-original-imafgsbf3sn8msbz.jpeg?q=50
Color Block Men Round Neck Red T-Shirt,349,999,65% off,Try This,https://rukminim1.flixcart.com/image/329/395/k4bms280/t-shirt/4/t/u/l-red-togo-try-this-original-imafkzvqtcfhfycm.jpeg?q=50
ST-100 Solid Men Raincoat,394,499,21% off,HighLands,https://rukminim1.flixcart.com/image/329/395/raincoat/b/n/x/st-100-black-highlands-xl-original-imae9xgfbwrhmknt.jpeg?q=50
"Color Block Men Hooded Neck White, Blue, Orange T-Shirt",459,"1,999",77% off,LEWEL,https://rukminim1.flixcart.com/image/329/395/jyyqc280/t-shirt/k/q/h/s-89own-lewel-original-imafj2fgepw3shwd.jpeg?q=50
Men Printed Ankle Length,275,899,69% off,YJ FASHION,https://rukminim1.flixcart.com/image/329/395/jgo0ccw0/sock/w/j/9/free-z-12-yj-fashion-original-imaf4ubgtuscpyke.jpeg?q=50
Men & Women Geometric Print Mid-Calf/Crew,219,499,56% off,HICODE,https://rukminim1.flixcart.com/image/329/395/k4yhtow0/sock/h/7/k/free-fulldiamond-0431-4-pair-multi-hicode-original-imafnqfyguj2h82v.jpeg?q=50
Color Block Men Asymmetric Neck Maroon T-Shirt,329,999,67% off,Try This,https://rukminim1.flixcart.com/image/329/395/k4bms280/t-shirt/z/z/n/xl-092-henley-try-this-original-imafghb9gpxgaarg.jpeg?q=50
Men & Women Solid Ankle Length,179,299,40% off,ADIDAS,https://rukminim1.flixcart.com/image/329/395/jzn0tjk0/sock/u/y/y/free-black-bottom-pack-of-1-adidas-original-imafjhtzkczwg6yu.jpeg?q=50
"Solid Men Round Neck Dark Blue, Black, Yellow T-Shirt",399,"1,999",80% off,FastColors,https://rukminim1.flixcart.com/image/329/395/k40798w0/t-shirt/m/f/p/m-fc4132-fastcolors-original-imafny3wn686zxre.jpeg?q=50
Men & Women Printed Ankle Length,179,499,64% off,hicode,https://rukminim1.flixcart.com/image/329/395/kamtsi80/sock/x/b/d/free-sport-0252-hicode-original-imafknr73thyz4rz.jpeg?q=50
Men Self Design Casual Button Down Shirt,649,"1,999",67% off,IndoPrimo,https://rukminim1.flixcart.com/image/329/395/k4d27ww0/shirt/j/2/7/l-box-navy-l-indoprimo-original-imafnaggxseterup.jpeg?q=50
Checkered Men Boxer,530,"1,199",55% off,Joven,https://rukminim1.flixcart.com/image/329/395/jmz7csw0/boxer/e/t/e/l-3-jb034-joven-original-imaf9rpyhewe9yh7.jpeg?q=50
"Solid Men Black, Grey Regular Shorts",359,899,60% off,Tripr,https://rukminim1.flixcart.com/image/329/395/j9yixe80/short/u/9/6/xl-tblgyshort-s2-tripr-original-imaezafbnkh4mzr7.jpeg?q=50
"Solid Men Black, Grey Regular Shorts",359,899,60% off,Tripr,https://rukminim1.flixcart.com/image/329/395/j9it30w0/short/s/p/u/s-tgyblshort-s2-tripr-original-imaezafezjptb2zt.jpeg?q=50
Checkered Men Polo Neck Blue T-Shirt,449,999,55% off,Try This,https://rukminim1.flixcart.com/image/329/395/jz05rww0/t-shirt/s/t/p/xl-blue-chex-try-this-original-imafj3eysyvftt7f.jpeg?q=50
Printed Men Boxer,478,479,NaN,Van Heusen,https://rukminim1.flixcart.com/image/329/395/jsxjekw0/boxer/2/e/r/m-1-10112-cpb02-van-heusen-original-imafeehdj8nydm4u.jpeg?q=50
"Solid Men Round Neck White, Black, Grey T-Shirt",698,"1,799",61% off,Young Trendz,https://rukminim1.flixcart.com/image/329/395/jskofww0/t-shirt/w/k/3/m-3co-hs-blk-wht-gry-m-young-trendz-original-imafe4h6jhfe9qeq.jpeg?q=50
Solid Men Grey Track Pants,825,"1,800",54% off,Mountain colours,https://rukminim1.flixcart.com/image/329/395/jzu60sw0/track-pant/3/n/y/xl-aftp-aug19-sm-gw3113-alterro-original-imaefg63zf3jtzzy.jpeg?q=50
Men & Women Striped Ankle Length,299,998,70% off,HICODE,https://rukminim1.flixcart.com/image/329/395/k5cs87k0/sock/d/x/5/free-anklestripe-0273-10-pair-multi-hicode-original-imafzfeayrcbj7fg.jpeg?q=50
Men Color Block Mid-Calf/Crew,225,599,62% off,Slim Shine,https://rukminim1.flixcart.com/image/329/395/k2qh5zk0/sock/q/z/7/free-mscn-xm-kinnng-original-imafgk3xuqgnyjcy.jpeg?q=50
Men's Ankle Length,223,599,62% off,kit king,https://rukminim1.flixcart.com/image/329/395/k186fm80/sock/f/f/m/free-ankle-length-kit-king-original-imafhmyc48fu8qsf.jpeg?q=50
Solid Men Round Neck Black T-Shirt,299,599,50% off,Metronaut,https://rukminim1.flixcart.com/image/329/395/jucz98w0/t-shirt/v/y/2/m-msp19ccn001d-metronaut-original-imaffeqakuckzukq.jpeg?q=50
Jockey Men Vest,536,537,NaN,NaN,https://rukminim1.flixcart.com/image/329/395/jua4djk0/vest/z/h/g/l-8820-0305-ecwht-jockey-original-imaffg6duzev7cv3.jpeg?q=50
Solid Men Round Neck Multicolor T-Shirt,249,999,75% off,Try This,https://rukminim1.flixcart.com/image/329/395/ji7qikw0/t-shirt/f/v/d/m-side-try-this-original-imaf6ywn2asruzhv.jpeg?q=50
"Solid Men Round Neck White, Blue T-Shirt",399,"1,999",80% off,FastColors,https://rukminim1.flixcart.com/image/329/395/k868how0/t-shirt/t/p/f/xl-4046-fastcolors-original-imafq9fnkvm7uga4.jpeg?q=50
"Men & Women Solid, Self Design Mid-Calf/Crew",199,499,60% off,hicode,https://rukminim1.flixcart.com/image/329/395/jza5uvk0/sock/g/4/e/free-full-0011-hicode-original-imafjbj8dnhyrapt.jpeg?q=50
"Color Block Men Round Neck Green, Black T-Shirt",389,"1,499",74% off,Wrath,https://rukminim1.flixcart.com/image/329/395/jw0zr0w0/t-shirt/g/u/q/s-daredevil-party-wear-wrath-original-imafgsggwmdabfx4.jpeg?q=50
Tripr Men Vest,501,"1,499",66% off,NaN,https://rukminim1.flixcart.com/image/329/395/k59xci80/vest/m/q/y/3xl-tgy-nvvestabs1-tripr-original-imafnzzkktx5endv.jpeg?q=50
Checkered Men Boxer,359,699,48% off,Joven,https://rukminim1.flixcart.com/image/329/395/jyg5lzk0/boxer/8/f/x/m-2-jb2n062-joven-original-imafgz268whd7xff.jpeg?q=50
"Men & Women Self Design, Solid Ankle Length",249,998,75% off,hicode,https://rukminim1.flixcart.com/image/329/395/kamtsi80/sock/1/m/o/free-sport-0253-hicode-original-imafkntg7gryms4g.jpeg?q=50
"Solid Men Polo Neck White, Black T-Shirt",369,"1,299",71% off,Seven Rocks,https://rukminim1.flixcart.com/image/329/395/k6ci8i80/shirt/y/u/p/s-s16-seven-rocks-original-imafzrht9zjkpdb3.jpeg?q=50
Men & Women Self Design Ankle Length,115,499,76% off,Beardland,https://rukminim1.flixcart.com/image/329/395/jyug0i80/sock/g/s/j/free-nlke-ankle-socks-beardland-original-imafgndzbh2bpygq.jpeg?q=50
Men & Women Ankle Length,183,352,48% off,ADIDAS,https://rukminim1.flixcart.com/image/329/395/jy0frm80/sock/n/e/s/free-adi-jaali-1pkt-adidas-original-imafgc4zhjbye4ar.jpeg?q=50
"Solid Men Round Neck Dark Blue, Red, Black T-Shirt",399,"1,999",80% off,FastColors,https://rukminim1.flixcart.com/image/329/395/k40798w0/t-shirt/4/g/6/l-fc4131-fastcolors-original-imafny3wkfpmhny8.jpeg?q=50
Black Polo Baseball Cap,299,599,50% off,Huntsman Era,https://rukminim1.flixcart.com/image/329/395/k13w4280/cap/x/d/e/free-polo9-huntsman-era-original-imafkryzgsu3dfvc.jpeg?q=50
"Solid Men Blue, Black Sports Shorts",779,"1,199",35% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jge09e80/short/c/b/z/m-40578blue-mel-wildcraft-original-imaf4mwekgcj9w93.jpeg?q=50
"Solid Men Black, Grey Sports Shorts",928,"2,700",65% off,Checkersbay,https://rukminim1.flixcart.com/image/329/395/short/p/8/x/3seechblgr-checkersbay-xl-original-imaepm99zcfua6nf.jpeg?q=50
Solid Men Mandarin Collar Dark Blue T-Shirt,329,999,67% off,Try This,https://rukminim1.flixcart.com/image/329/395/k4bms280/t-shirt/2/v/s/l-c11-try-this-original-imafghgrcwdqfjes.jpeg?q=50
"Color Block Men Round Neck White, Blue, Grey T-Shirt",294,999,70% off,AUSK,https://rukminim1.flixcart.com/image/329/395/jyj0how0/t-shirt/e/s/7/xl-aa-12-ausk-original-imafgnk9gjmfuq64.jpeg?q=50
Solid Men Black Track Pants,989,"1,599",38% off,Wildcraft,https://rukminim1.flixcart.com/image/329/395/jyyqc280/track-pant/p/g/s/m-41864black-wildcraft-original-imafj3h4zh8rgjzt.jpeg?q=50
